blockId;channel;programme;blockType_org;blockType_mod;xDate;xTime;ratecard;freeTime;week;timeband;wantedness;bookedness;eqPriceNet;grpTg_01;grpTg_02;grpTg_50;grpTg_98;grpTg_99;positionCode;scheduleInfo
15107426492;chujowa stacja;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-01;06:15:00;5200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,5384;0,5342;0,53;0,5342;0,5342;50;{"targetGroup":"unknown","histFileName":"unknown","createdDate":"2005-04-02","prorokVersion":"2137"}
15107426494;chujowa stacja2;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-01;06:30:00;6500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,6502;0,6451;0,64;0,6451;0,6451;50;
15107426495;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-01;06:45:00;8000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7721;0,766;0,76;0,766;0,766;50;
15107426496;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-01;06:47:00;8000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7721;0,766;0,76;0,766;0,766;50;
15107426499;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-01;07:15:00;9400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,955;0,9475;0,94;0,9475;0,9475;50;
15107426500;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-01;07:30:00;10700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9855;0,9777;0,97;0,9777;0,9777;50;
15107426501;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-01;07:45:00;12900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2598;1,2499;1,24;1,2499;1,2499;50;
15107426502;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-01;07:55:00;10300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1379;1,1289;1,12;1,1289;1,1289;50;
15107426506;POLSAT;FILM ANIMOWANY - DOM;MIDDLE;SANDWICH AFTER;2021-05-01;08:40:00;6600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,6783;0,649;0,61;0,5953;0,5953;50;
15107426508;POLSAT;FILM ANIMOWANY - DOM;MIDDLE;SANDWICH BEFORE;2021-05-01;08:45:00;6600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7696;0,7577;0,74;0,734;0,734;50;
15107426510;POLSAT;FILM ANIMOWANY - DOM;MIDDLE;SANDWICH AFTER;2021-05-01;09:35:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,934;0,8937;0,84;0,8198;0,8198;50;
15107426511;POLSAT;FILM ANIMOWANY - DOM;MIDDLE;SANDWICH BEFORE;2021-05-01;09:40:00;9800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8736;0,8601;0,84;0,8332;0,8332;50;
15107426517;POLSAT;EWA GOTUJE;MIDDLE;REGULAR MIDDLE;2021-05-01;10:25:00;11100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7873;0,7636;0,74;0,7459;0,7459;50;
15107426522;POLSAT;NASZ NOWY DOM;MIDDLE;REGULAR MIDDLE;2021-05-01;10:50:00;11700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8299;0,8049;0,78;0,7862;0,7862;50;
15107426524;POLSAT;NASZ NOWY DOM;MIDDLE;REGULAR MIDDLE;2021-05-01;11:20:00;16000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2768;1,2384;1,2;1,2096;1,2096;50;
15107426529;POLSAT;NASZ NOWY DOM 2;MIDDLE;REGULAR MIDDLE;2021-05-01;11:50:00;16400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3406;1,3003;1,26;1,27;1,27;50;
15107426531;POLSAT;NASZ NOWY DOM 2;MIDDLE;REGULAR MIDDLE;2021-05-01;12:20:00;17700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,4683;1,4241;1,38;1,391;1,391;50;
15107426536;POLSAT;BOGATY DOM -  BIEDNY DOM;MIDDLE;REGULAR MIDDLE;2021-05-01;12:50:00;11500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9895;0,9597;0,93;0,9374;0,9374;50;
15107426538;POLSAT;BOGATY DOM -  BIEDNY DOM;MIDDLE;REGULAR MIDDLE;2021-05-01;13:20:00;14000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1278;1,0939;1,06;1,0684;1,0684;50;
15107426543;POLSAT;ŁOWCY NAGRÓD;MIDDLE;REGULAR MIDDLE;2021-05-01;13:50:00;11100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0852;1,0526;1,02;1,0281;1,0281;50;
15107426545;POLSAT;ŁOWCY NAGRÓD;MIDDLE;REGULAR MIDDLE;2021-05-01;14:20:00;11300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,0746;1,0423;1,01;1,018;1,018;50;
15107426550;POLSAT;ROLNICY. PODLASIE;MIDDLE;REGULAR MIDDLE;2021-05-01;14:50:00;9700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8724;0,8462;0,82;0,8265;0,8265;50;
15107426552;POLSAT;ROLNICY. PODLASIE;MIDDLE;REGULAR MIDDLE;2021-05-01;15:20:00;13600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,298;1,259;1,22;1,2297;1,2297;50;
15107426556;POLSAT;WIĘZIENIE;PRE;REGULAR BEFORE;2021-05-01;15:40:00;15300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2801;1,27;1,26;1,27;1,27;50;
15107426560;POLSAT;WIĘZIENIE 2;PRE;REGULAR BEFORE;2021-05-01;16:10:00;20200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,5748;1,5624;1,55;1,5624;1,5624;50;
15107426564;POLSAT;WIĘZIENIE 3;PRE;REGULAR BEFORE;2021-05-01;16:40:00;20300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,6459;1,6329;1,62;1,6329;1,6329;50;
15107426574;POLSAT;WIĘZIENIE 4;PRE;REGULAR BEFORE;2021-05-01;17:10:00;30400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,0421;2,026;2,01;2,026;2,026;50;
15107426585;POLSAT;CHŁOPAKI DO WZIĘCIA;PRE;REGULAR BEFORE;2021-05-01;17:40:00;33800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,3368;2,3184;2,3;2,3184;2,3184;50;
15107426596;POLSAT;CHŁOPAKI DO WZIĘCIA 2;PRE;REGULAR BEFORE;2021-05-01;18:10:00;40800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,1699;3,1449;3,12;3,1449;3,1449;50;
15107426605;POLSAT;WYDARZENIA;PRE;REGULAR BEFORE;2021-05-01;18:48:00;43000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,302;3,276;3,25;3,276;3,276;50;
15107426609;POLSAT;SPORT;PRE;REGULAR BEFORE;2021-05-01;19:44:00;37500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,9667;2,9433;2,92;2,9433;2,9433;50;
15107426619;POLSAT;POGODA;PRE;REGULAR BEFORE;2021-05-01;19:55:00;34400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,926;2,903;2,88;2,903;2,903;50;
15107426629;POLSAT;KOWALSCY KONTRA KOWALSCY;PRE;REGULAR BEFORE;2021-05-01;20:00:00;50000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,064;4,032;4;4,032;4,032;50;
15107426634;POLSAT;KOWALSCY KONTRA KOWALSCY;MIDDLE;REGULAR MIDDLE;2021-05-01;20:10:00;53700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,49;4,355;4,22;4,2537;4,2537;50;
15107426639;POLSAT;KOWALSCY KONTRA KOWALSCY 2;MIDDLE;REGULAR MIDDLE;2021-05-01;20:45:00;63800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,7986;4,6543;4,51;4,546;4,546;50;
15107426643;POLSAT;FILM - JAK ROZPĘTAŁEM II WOJNĘ ŚWIATOWĄ CZ. 1 - UCIECZKA;PRE;REGULAR BEFORE;2021-05-01;21:05:00;35600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,0784;3,0542;3,03;3,0542;3,0542;50;
15107426645;POLSAT;FILM - JAK ROZPĘTAŁEM II WOJNĘ ŚWIATOWĄ CZ. 1 - UCIECZKA;MIDDLE;SANDWICH AFTER;2021-05-01;21:54:00;45300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,5028;3,3516;3,15;3,0744;3,0744;50;
15107426646;POLSAT;FILM - JAK ROZPĘTAŁEM II WOJNĘ ŚWIATOWĄ CZ. 1 - UCIECZKA;MIDDLE;SANDWICH BEFORE;2021-05-01;22:00:00;45300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,2864;3,2358;3,16;3,1347;3,1347;50;
15107426649;POLSAT;FILM - JAK ROZPĘTAŁEM II WOJNĘ ŚWIATOWĄ CZ. 1 - UCIECZKA;POST;REGULAR AFTER;2021-05-01;22:50:00;34100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,4227;2,3323;2,26;2,26;2,26;50;
15107426652;POLSAT;FILM - JAK ROZPĘTAŁEM II WOJNĘ ŚWIATOWĄ CZ. 2 - ZA BRONIĄ;MIDDLE;SANDWICH AFTER;2021-05-01;23:35:00;18000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,9682;1,8832;1,77;1,7275;1,7275;50;
15107426653;POLSAT;FILM - JAK ROZPĘTAŁEM II WOJNĘ ŚWIATOWĄ CZ. 2 - ZA BRONIĄ;MIDDLE;SANDWICH BEFORE;2021-05-01;23:40:00;18000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,8408;1,8124;1,77;1,7558;1,7558;50;
15107426658;POLSAT;FILM - RINGS;MIDDLE;SANDWICH AFTER;2021-05-01;00:45:00;6100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,9007;0,8618;0,81;0,7905;0,7905;50;
15107426659;POLSAT;FILM - RINGS;MIDDLE;SANDWICH BEFORE;2021-05-01;00:50:00;6100;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8424;0,8294;0,81;0,8035;0,8035;50;
15107426661;POLSAT;FILM - RINGS;MIDDLE;SANDWICH AFTER;2021-05-01;01:40:00;3200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,4448;0,4256;0,4;0,3904;0,3904;50;
15107426662;POLSAT;FILM - RINGS;MIDDLE;SANDWICH BEFORE;2021-05-01;01:45:00;3200;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2912;0,2867;0,28;0,2777;0,2777;50;
15107426666;POLSAT;FILM - RINGS;POST;REGULAR AFTER;2021-05-02;02:35:00;1700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2358;0,227;0,22;0,22;0,22;50;
15107426667;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-02;06:15:00;3300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3556;0,3528;0,35;0,3528;0,3528;50;
15107426668;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-02;06:30:00;3900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,447;0,4435;0,44;0,4435;0,4435;50;
15107426669;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-02;06:45:00;6300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,5892;0,5846;0,58;0,5846;0,5846;50;
15107426670;POLSAT;NOWY DZIEŃ Z POLSAT NEWS;PRE;REGULAR BEFORE;2021-05-02;06:47:00;6300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,5892;0,5846;0,58;0,5846;0,5846;50;
15107426673;POLSAT;FILM ANIMOWANY - ASTERIX I WIKINGOWIE;MIDDLE;SANDWICH AFTER;2021-05-02;07:30:00;5500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7005;0,6703;0,63;0,6148;0,6148;50;
15107426674;POLSAT;FILM ANIMOWANY - ASTERIX I WIKINGOWIE;MIDDLE;SANDWICH BEFORE;2021-05-02;07:35:00;5500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,6552;0,6451;0,63;0,6249;0,6249;50;
15107426677;POLSAT;FILM ANIMOWANY - ASTERIX I WIKINGOWIE;POST;SANDWICH AFTER;2021-05-02;08:25:00;6900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8896;0,8512;0,8;0,7808;0,7808;50;
15107426679;POLSAT;FILM - FANTASTYCZNA CZWÓRKA;PRE;SANDWICH BEFORE;2021-05-02;08:30:00;6900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,7592;0,7475;0,73;0,7241;0,7241;50;
15107426681;POLSAT;FILM - FANTASTYCZNA CZWÓRKA;MIDDLE;SANDWICH AFTER;2021-05-02;09:15:00;11700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1787;1,1278;1,06;1,0345;1,0345;50;
15107426682;POLSAT;FILM - FANTASTYCZNA CZWÓRKA;MIDDLE;SANDWICH BEFORE;2021-05-02;09:20:00;11700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1024;1,0854;1,06;1,0515;1,0515;50;
15107426684;POLSAT;FILM - FANTASTYCZNA CZWÓRKA;MIDDLE;SANDWICH AFTER;2021-05-02;10:10:00;13600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2009;1,1491;1,08;1,054;1,054;50;
15107426685;POLSAT;FILM - FANTASTYCZNA CZWÓRKA;MIDDLE;SANDWICH BEFORE;2021-05-02;10:15:00;13600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,1544;1,1366;1,11;1,1011;1,1011;50;
15107426690;POLSAT;FILM FAMILIJNY - OPOWIESCI Z NARNII: LEW, CZAROWNICA I STARA SZAFA;MIDDLE;SANDWICH AFTER;2021-05-02;11:30:00;13900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3344;1,2768;1,2;1,1712;1,1712;50;
15107426691;POLSAT;FILM FAMILIJNY - OPOWIESCI Z NARNII: LEW, CZAROWNICA I STARA SZAFA;MIDDLE;SANDWICH BEFORE;2021-05-02;11:35:00;13900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,248;1,2288;1,2;1,1904;1,1904;50;
15107426693;POLSAT;FILM FAMILIJNY - OPOWIESCI Z NARNII: LEW, CZAROWNICA I STARA SZAFA;MIDDLE;SANDWICH AFTER;2021-05-02;12:25:00;12000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,5679;1,5002;1,41;1,3761;1,3761;50;
15107426694;POLSAT;FILM FAMILIJNY - OPOWIESCI Z NARNII: LEW, CZAROWNICA I STARA SZAFA;MIDDLE;SANDWICH BEFORE;2021-05-02;12:30:00;12000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2584;1,239;1,21;1,2003;1,2003;50;
15107426697;POLSAT;FILM FAMILIJNY - OPOWIESCI Z NARNII: LEW, CZAROWNICA I STARA SZAFA;POST;SANDWICH AFTER;2021-05-02;13:35:00;10400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2343;1,181;1,11;1,0833;1,0833;50;
15107426699;POLSAT;TWOJA TWARZ BRZMI ZNAJOMO;PRE;SANDWICH BEFORE;2021-05-02;13:40:00;11500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,2064;1,1878;1,16;1,1507;1,1507;50;
15107426701;POLSAT;TWOJA TWARZ BRZMI ZNAJOMO;MIDDLE;REGULAR MIDDLE;2021-05-02;14:10:00;16500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,5534;1,5067;1,46;1,4716;1,4716;50;
15107426703;POLSAT;TWOJA TWARZ BRZMI ZNAJOMO;MIDDLE;REGULAR MIDDLE;2021-05-02;14:40:00;17300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,5215;1,4757;1,43;1,4414;1,4414;50;
15107426705;POLSAT;TWOJA TWARZ BRZMI ZNAJOMO;MIDDLE;REGULAR MIDDLE;2021-05-02;15:10:00;18000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,4364;1,3932;1,35;1,3608;1,3608;50;
15107426709;POLSAT;FINAŁ PUCHARU POLSKI 2021 P.NOŻNA CZ.I;PRE;REGULAR BEFORE;2021-05-02;15:40:00;20900;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,5646;1,5523;1,54;1,5523;1,5523;50;
15107426712;POLSAT;FINAŁ PUCHARU POLSKI 2021 P.NOŻNA CZ.I;POST;SANDWICH AFTER;2021-05-02;16:45:00;29500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,2128;2,1173;1,99;1,9422;1,9422;50;
15107426713;POLSAT;FINAŁ PUCHARU POLSKI 2021 P.NOŻNA CZ.II;PRE;SANDWICH BEFORE;2021-05-02;16:50:00;29500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,0696;2,0377;1,99;1,974;1,974;50;
15107426716;POLSAT;FINAŁ PUCHARU POLSKI 2021 P.NOŻNA CZ.II;POST;REGULAR AFTER;2021-05-02;17:45:00;54800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,2052;3,0856;2,99;2,99;2,99;50;
15107426722;POLSAT;FINAŁ PUCHARU POLSKI 2021 : STUDIO;PRE;REGULAR BEFORE;2021-05-02;18:25:00;30600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,8448;2,8224;2,8;2,8224;2,8224;50;
15107426729;POLSAT;WYDARZENIA;PRE;REGULAR BEFORE;2021-05-02;18:48:00;46300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;3,5966;3,5683;3,54;3,5683;3,5683;50;
15107426731;POLSAT;SPORT;PRE;REGULAR BEFORE;2021-05-02;19:10:00;56400;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,8056;4,7678;4,73;4,7678;4,7678;50;
15107426736;POLSAT;POGODA;PRE;REGULAR BEFORE;2021-05-02;19:20:00;51000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,5618;4,5259;4,49;4,5259;4,5259;50;
15107426739;POLSAT;POGODA;POST;REGULAR AFTER;2021-05-02;19:25:00;51000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,8132;4,6336;4,49;4,49;4,49;50;
15107426740;POLSAT;PAŃSTWO W PAŃSTWIE;POST;REGULAR AFTER;2021-05-02;19:50:00;30600;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,8622;2,7554;2,67;2,67;2,67;50;
15107426744;POLSAT;KABARET NA ŻYWO - KLINIKA SKECZÓW MĘCZĄCYCH;MIDDLE;SANDWICH AFTER;2021-05-02;20:35:00;55800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,915;4,7028;4,42;4,3139;4,3139;50;
15107426745;POLSAT;KABARET NA ŻYWO - KLINIKA SKECZÓW MĘCZĄCYCH;MIDDLE;SANDWICH BEFORE;2021-05-02;20:40:00;55800;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,5968;4,526;4,42;4,3846;4,3846;50;
15107426748;POLSAT;KABARET NA ŻYWO - KLINIKA SKECZÓW MĘCZĄCYCH;MIDDLE;SANDWICH AFTER;2021-05-02;21:20:00;64000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;5,0373;4,8199;4,53;4,4212;4,4212;50;
15107426749;POLSAT;KABARET NA ŻYWO - KLINIKA SKECZÓW MĘCZĄCYCH;MIDDLE;SANDWICH BEFORE;2021-05-02;21:25:00;64000;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;4,7112;4,6387;4,53;4,4937;4,4937;50;
15107426754;POLSAT;FILM - FACECI W CZERNI;MIDDLE;SANDWICH AFTER;2021-05-02;22:35:00;33700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,8022;2,6812;2,52;2,4595;2,4595;50;
15107426755;POLSAT;FILM - FACECI W CZERNI;MIDDLE;SANDWICH BEFORE;2021-05-02;22:40:00;33700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;2,6208;2,5804;2,52;2,4998;2,4998;50;
15107426757;POLSAT;FILM - FACECI W CZERNI;MIDDLE;SANDWICH AFTER;2021-05-02;23:30:00;13700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,49;1,4257;1,34;1,3078;1,3078;50;
15107426758;POLSAT;FILM - FACECI W CZERNI;MIDDLE;SANDWICH BEFORE;2021-05-02;23:35:00;13700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;1,3936;1,3721;1,34;1,3292;1,3292;50;
15107426764;POLSAT;FILM - DEMONSTRACJA SIŁY;MIDDLE;SANDWICH AFTER;2021-05-02;00:40:00;6500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,8006;0,766;0,72;0,7027;0,7027;50;
15107426765;POLSAT;FILM - DEMONSTRACJA SIŁY;MIDDLE;SANDWICH BEFORE;2021-05-02;00:45:00;6500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,676;0,6656;0,65;0,6448;0,6448;50;
15107426767;POLSAT;FILM - DEMONSTRACJA SIŁY;MIDDLE;SANDWICH AFTER;2021-05-02;01:35:00;3500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,4559;0,4362;0,41;0,4001;0,4001;50;
15107426769;POLSAT;FILM - DEMONSTRACJA SIŁY;MIDDLE;SANDWICH BEFORE;2021-05-02;01:40:00;3500;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,4264;0,4198;0,41;0,4067;0,4067;50;
15107426775;POLSAT;FILM - DYWIZJON 303. HISTORIA PRAWDZIWA;MIDDLE;SANDWICH AFTER;2021-05-03;02:35:00;3700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,3892;0,3724;0,35;0,3416;0,3416;50;
15107426777;POLSAT;FILM - DYWIZJON 303. HISTORIA PRAWDZIWA;MIDDLE;SANDWICH BEFORE;2021-05-03;02:40:00;3700;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,364;0,3584;0,35;0,3472;0,3472;50;
15107426779;POLSAT;FILM - DYWIZJON 303. HISTORIA PRAWDZIWA;MIDDLE;SANDWICH AFTER;2021-05-03;03:35:00;2300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,2112;0,2021;0,19;0,1854;0,1854;50;
15107426780;POLSAT;FILM - DYWIZJON 303. HISTORIA PRAWDZIWA;MIDDLE;SANDWICH BEFORE;2021-05-03;03:40:00;2300;999;jakiś week, Ty to wytwrzasz;jakiś timeband, Ty to wytwarzasz;NotWanted;NotBooked;0;0,1976;0,1945;0,19;0,1884;0,1884;50;
